country_code,country_name,season,accuracy_percentage
Belgium,BEL,2014/2015,50.63291139240506
England,GBR,2014/2015,52.242744063324544
France,FRA,2014/2015,55.026455026455025
Germany,DEU,2014/2015,51.81518151815182
Italy,ITA,2014/2015,47.07446808510639
Netherlands,NLD,2014/2015,52.94117647058824
Portugal,PRT,2014/2015,53.666666666666664
Scotland,SCOT,2014/2015,53.74449339207048
Spain,ESP,2014/2015,57.25593667546174
CHE,CHE,2014/2015,0.0
POL,POL,2014/2015,0.0
