country_code,country_name,season,accuracy_percentage
England,GBR,2013/2014,60.0
France,FRA,2013/2014,52.368421052631575
Germany,DEU,2013/2014,54.90196078431373
Italy,ITA,2013/2014,57.36842105263158
Netherlands,NLD,2013/2014,48.69281045751634
Portugal,PRT,2013/2014,53.55648535564853
Scotland,SCOT,2013/2014,56.14035087719298
Spain,ESP,2013/2014,53.68421052631579
CHE,CHE,2013/2014,0.0
BEL,BEL,2013/2014,0.0
POL,POL,2013/2014,0.0
