,country_code,country_name,season,accuracy_percentage
3,Belgium,BEL,2011/2012,54.621848739495796
10,England,GBR ,2011/2012,52.10526315789473
18,France,FRA,2011/2012,50.92348284960422
26,Germany,DEU,2011/2012,51.307189542483655
34,Italy,ITA,2011/2012,50.70422535211267
42,Netherlands,NLD,2011/2012,59.07590759075908
50,Portugal,PRT,2011/2012,56.59574468085107
58,Scotland,SCOT,2011/2012,51.31578947368421
66,Spain,ESP,2011/2012,55.00000000000001
