,country_code,country_name,season,accuracy_percentage
5,Belgium,BEL,2014/2015,50.63291139240506
13,England,GBR ,2014/2015,52.242744063324544
21,France,FRA,2014/2015,55.026455026455025
29,Germany,DEU,2014/2015,51.81518151815182
37,Italy,ITA,2014/2015,47.07446808510639
45,Netherlands,NLD,2014/2015,52.94117647058824
53,Portugal,PRT,2014/2015,53.666666666666664
61,Scotland,SCOT,2014/2015,53.74449339207048
69,Spain,ESP,2014/2015,57.25593667546174
