,country_code,country_name,season,accuracy_percentage
4,Belgium,BEL,2012/2013,49.787234042553195
11,England,GBR ,2012/2013,53.421052631578945
19,France,FRA,2012/2013,51.05263157894737
27,Germany,DEU,2012/2013,50.81967213114754
35,Italy,ITA,2012/2013,55.319148936170215
43,Netherlands,NLD,2012/2013,51.147540983606554
51,Portugal,PRT,2012/2013,54.20168067226891
59,Scotland,SCOT,2012/2013,39.91228070175439
67,Spain,ESP,2012/2013,53.94736842105263
