country_code,country_name,season,accuracy_percentage
Belgium,BEL,2014/2015,51.66666666666667
England,GBR,2014/2015,53.1578947368421
France,FRA,2014/2015,54.736842105263165
Germany,DEU,2014/2015,51.633986928104584
Italy,ITA,2014/2015,47.229551451187334
Netherlands,NLD,2014/2015,54.90196078431373
Portugal,PRT,2014/2015,54.75409836065573
Scotland,SCOT,2014/2015,53.94736842105263
Spain,ESP,2014/2015,57.10526315789474
CHE,CHE,2014/2015,0.0
POL,POL,2014/2015,0.0
