,name,value,year,lastValue,rank,Div
1132,Valladolid,27,2016.4,23,19,SP1
1133,Sp Gijon,25,2016.4,16,20,SP1
1134,Osasuna,23,2016.4,20,21,SP1
1135,Cordoba,9,2016.4,9,22,SP1
1136,Mallorca,0,2016.4,0,23,SP1
1137,Leganes,0,2016.4,0,23,SP1
1138,Girona,0,2016.4,0,23,SP1
1139,Alaves,0,2016.4,0,23,SP1
1140,Huesca,0,2016.4,0,23,SP1
1141,Real Madrid,148,2016.3,142,1,SP1
1142,Barcelona,148,2016.3,142,1,SP1
1143,Ath Madrid,142,2016.3,133,2,SP1
1144,Sevilla,124,2016.3,121,3,SP1
1145,Ath Bilbao,110,2016.3,104,4,SP1
1146,Villarreal,110,2016.3,109,4,SP1
1147,Valencia,106,2016.3,103,5,SP1
1148,Sociedad,95,2016.3,92,6,SP1
1149,Espanol,88,2016.3,82,7,SP1
1150,Celta,87,2016.3,81,8,SP1
1151,Malaga,86,2016.3,79,9,SP1
1152,Vallecano,78,2016.3,75,10,SP1
1153,Levante,77,2016.3,73,11,SP1
1154,Getafe,72,2016.3,70,12,SP1
1155,Granada,67,2016.3,61,13,SP1
1156,Elche,47,2016.3,44,14,SP1
1157,Eibar,47,2016.3,45,14,SP1
1158,Betis,42,2016.3,39,15,SP1
1159,La Coruna,41,2016.3,41,16,SP1
1160,Almeria,40,2016.3,36,17,SP1
1161,Las Palmas,29,2016.3,25,18,SP1
1162,Valladolid,27,2016.3,23,19,SP1
1163,Sp Gijon,25,2016.3,16,20,SP1
1164,Osasuna,23,2016.3,20,21,SP1
1165,Cordoba,9,2016.3,9,22,SP1
1166,Leganes,0,2016.3,0,23,SP1
1167,Girona,0,2016.3,0,23,SP1
1168,Mallorca,0,2016.3,0,23,SP1
1169,Alaves,0,2016.3,0,23,SP1
1170,Huesca,0,2016.3,0,23,SP1
1171,Barcelona,142,2016.2,142,1,SP1
1172,Real Madrid,142,2016.2,136,1,SP1
1173,Ath Madrid,133,2016.2,127,2,SP1
1174,Sevilla,121,2016.2,120,3,SP1
1175,Villarreal,109,2016.2,105,4,SP1
1176,Ath Bilbao,104,2016.2,100,5,SP1
1177,Valencia,103,2016.2,100,6,SP1
1178,Sociedad,92,2016.2,89,7,SP1
1179,Espanol,82,2016.2,78,8,SP1
1180,Celta,81,2016.2,79,9,SP1
1181,Malaga,79,2016.2,78,10,SP1
1182,Vallecano,75,2016.2,69,11,SP1
1183,Levante,73,2016.2,69,12,SP1
1184,Getafe,70,2016.2,69,13,SP1
1185,Granada,61,2016.2,58,14,SP1
1186,Elche,47,2016.2,44,15,SP1
1187,Eibar,45,2016.2,42,16,SP1
1188,La Coruna,41,2016.2,38,17,SP1
1189,Almeria,40,2016.2,36,18,SP1
1190,Betis,39,2016.2,33,19,SP1
1191,Valladolid,27,2016.2,23,20,SP1
1192,Las Palmas,25,2016.2,21,21,SP1
1193,Osasuna,23,2016.2,20,22,SP1
1194,Sp Gijon,16,2016.2,13,23,SP1
1195,Cordoba,9,2016.2,9,24,SP1
1196,Leganes,0,2016.2,0,25,SP1
1197,Mallorca,0,2016.2,0,25,SP1
1198,Alaves,0,2016.2,0,25,SP1
1199,Huesca,0,2016.2,0,25,SP1
1200,Girona,0,2016.2,0,25,SP1
1201,Barcelona,142,2016.1,133,1,SP1
1202,Real Madrid,136,2016.1,130,2,SP1
1203,Ath Madrid,127,2016.1,120,3,SP1
1204,Sevilla,120,2016.1,111,4,SP1
1205,Villarreal,105,2016.1,99,5,SP1
1206,Valencia,100,2016.1,97,6,SP1
1207,Ath Bilbao,100,2016.1,94,6,SP1
1208,Sociedad,89,2016.1,84,7,SP1
1209,Celta,79,2016.1,71,8,SP1
1210,Malaga,78,2016.1,74,9,SP1
1211,Espanol,78,2016.1,72,9,SP1
1212,Vallecano,69,2016.1,67,10,SP1
1213,Getafe,69,2016.1,68,10,SP1
1214,Levante,69,2016.1,63,10,SP1
1215,Granada,58,2016.1,55,11,SP1
1216,Elche,47,2016.1,44,12,SP1
1217,Eibar,42,2016.1,39,13,SP1
1218,Almeria,40,2016.1,36,14,SP1
1219,La Coruna,38,2016.1,36,15,SP1
1220,Betis,33,2016.1,25,16,SP1
1221,Valladolid,27,2016.1,23,17,SP1
1222,Osasuna,23,2016.1,20,18,SP1
1223,Las Palmas,21,2016.1,18,19,SP1
1224,Sp Gijon,13,2016.1,12,20,SP1
1225,Cordoba,9,2016.1,9,21,SP1
1226,Leganes,0,2016.1,0,22,SP1
1227,Huesca,0,2016.1,0,22,SP1
1228,Alaves,0,2016.1,0,22,SP1
1229,Mallorca,0,2016.1,0,22,SP1
1230,Girona,0,2016.1,0,22,SP1
1231,Barcelona,133,2016.0,124,1,SP1
1232,Real Madrid,130,2016.0,121,2,SP1
1233,Ath Madrid,120,2016.0,113,3,SP1
1234,Sevilla,111,2016.0,102,4,SP1
1235,Villarreal,99,2016.0,92,5,SP1
1236,Valencia,97,2016.0,95,6,SP1
1237,Ath Bilbao,94,2016.0,89,7,SP1
1238,Sociedad,84,2016.0,77,8,SP1
1239,Malaga,74,2016.0,68,9,SP1
1240,Espanol,72,2016.0,70,10,SP1
1241,Celta,71,2016.0,68,11,SP1
1242,Getafe,68,2016.0,62,12,SP1
1243,Vallecano,67,2016.0,60,13,SP1
1244,Levante,63,2016.0,57,14,SP1
1245,Granada,55,2016.0,49,15,SP1
1246,Elche,47,2016.0,44,16,SP1
1247,Almeria,40,2016.0,36,17,SP1
1248,Eibar,39,2016.0,33,18,SP1
1249,La Coruna,36,2016.0,34,19,SP1
1250,Valladolid,27,2016.0,23,20,SP1
1251,Betis,25,2016.0,24,21,SP1
1252,Osasuna,23,2016.0,20,22,SP1
1253,Las Palmas,18,2016.0,14,23,SP1
1254,Sp Gijon,12,2016.0,8,24,SP1
1255,Cordoba,9,2016.0,9,25,SP1
1256,Leganes,0,2016.0,0,26,SP1
1257,Huesca,0,2016.0,0,26,SP1
1258,Alaves,0,2016.0,0,26,SP1
1259,Mallorca,0,2016.0,0,26,SP1
1260,Girona,0,2016.0,0,26,SP1
1261,Barcelona,124,2015.9,117,1,SP1
1262,Real Madrid,121,2015.9,112,2,SP1
1263,Ath Madrid,113,2015.9,107,3,SP1
1264,Sevilla,102,2015.9,93,4,SP1
1265,Valencia,95,2015.9,93,5,SP1
1266,Villarreal,92,2015.9,83,6,SP1
1267,Ath Bilbao,89,2015.9,85,7,SP1
1268,Sociedad,77,2015.9,74,8,SP1
1269,Espanol,70,2015.9,66,9,SP1
1270,Malaga,68,2015.9,64,10,SP1
1271,Celta,68,2015.9,62,10,SP1
1272,Getafe,62,2015.9,57,11,SP1
1273,Vallecano,60,2015.9,60,12,SP1
1274,Levante,57,2015.9,57,13,SP1
1275,Granada,49,2015.9,49,14,SP1
1276,Elche,47,2015.9,44,15,SP1
1277,Almeria,40,2015.9,36,16,SP1
1278,La Coruna,34,2015.9,30,17,SP1
1279,Eibar,33,2015.9,29,18,SP1
1280,Valladolid,27,2015.9,23,19,SP1
1281,Betis,24,2015.9,22,20,SP1
1282,Osasuna,23,2015.9,20,21,SP1
1283,Las Palmas,14,2015.9,8,22,SP1
1284,Cordoba,9,2015.9,9,23,SP1
1285,Sp Gijon,8,2015.9,5,24,SP1
1286,Girona,0,2015.9,0,25,SP1
1287,Leganes,0,2015.9,0,25,SP1
1288,Alaves,0,2015.9,0,25,SP1
1289,Mallorca,0,2015.9,0,25,SP1
1290,Huesca,0,2015.9,0,25,SP1
1291,Barcelona,117,2015.8,111,1,SP1
1292,Real Madrid,112,2015.8,109,2,SP1
1293,Ath Madrid,107,2015.8,101,3,SP1
1294,Valencia,93,2015.8,89,4,SP1
1295,Sevilla,93,2015.8,87,4,SP1
1296,Ath Bilbao,85,2015.8,79,5,SP1
1297,Villarreal,83,2015.8,79,6,SP1
1298,Sociedad,74,2015.8,71,7,SP1
1299,Espanol,66,2015.8,62,8,SP1
1300,Malaga,64,2015.8,61,9,SP1
1301,Celta,62,2015.8,62,10,SP1
1302,Vallecano,60,2015.8,54,11,SP1
1303,Levante,57,2015.8,56,12,SP1
1304,Getafe,57,2015.8,56,12,SP1
1305,Granada,49,2015.8,45,13,SP1
1306,Elche,47,2015.8,44,14,SP1
1307,Almeria,40,2015.8,36,15,SP1
1308,La Coruna,30,2015.8,26,16,SP1
1309,Eibar,29,2015.8,23,17,SP1
1310,Valladolid,27,2015.8,23,18,SP1
1311,Osasuna,23,2015.8,20,19,SP1
1312,Betis,22,2015.8,22,20,SP1
1313,Cordoba,9,2015.8,9,21,SP1
1314,Las Palmas,8,2015.8,4,22,SP1
1315,Sp Gijon,5,2015.8,2,23,SP1
1316,Girona,0,2015.8,0,24,SP1
1317,Huesca,0,2015.8,0,24,SP1
1318,Leganes,0,2015.8,0,24,SP1
1319,Mallorca,0,2015.8,0,24,SP1
1320,Alaves,0,2015.8,0,24,SP1
1321,Barcelona,111,2015.7,102,1,SP1
1322,Real Madrid,109,2015.7,102,2,SP1
1323,Ath Madrid,101,2015.7,97,3,SP1
1324,Valencia,89,2015.7,82,4,SP1
1325,Sevilla,87,2015.7,81,5,SP1
1326,Ath Bilbao,79,2015.7,76,6,SP1
1327,Villarreal,79,2015.7,73,6,SP1
1328,Sociedad,71,2015.7,70,7,SP1
1329,Espanol,62,2015.7,59,8,SP1
1330,Celta,62,2015.7,58,8,SP1
1331,Malaga,61,2015.7,58,9,SP1
1332,Getafe,56,2015.7,47,10,SP1
1333,Levante,56,2015.7,52,10,SP1
1334,Vallecano,54,2015.7,51,11,SP1
1335,Elche,47,2015.7,44,12,SP1
1336,Granada,45,2015.7,44,13,SP1
1337,Almeria,40,2015.7,36,14,SP1
1338,Valladolid,27,2015.7,23,15,SP1
1339,La Coruna,26,2015.7,22,16,SP1
1340,Eibar,23,2015.7,21,17,SP1
1341,Osasuna,23,2015.7,20,17,SP1
1342,Betis,22,2015.7,22,18,SP1
1343,Cordoba,9,2015.7,9,19,SP1
1344,Las Palmas,4,2015.7,1,20,SP1
1345,Sp Gijon,2,2015.7,1,21,SP1
1346,Girona,0,2015.7,0,22,SP1
1347,Huesca,0,2015.7,0,22,SP1
1348,Mallorca,0,2015.7,0,22,SP1
1349,Leganes,0,2015.7,0,22,SP1
1350,Alaves,0,2015.7,0,22,SP1
1351,Real Madrid,102,2015.6,99,1,SP1
1352,Barcelona,102,2015.6,99,1,SP1
1353,Ath Madrid,97,2015.6,94,2,SP1
1354,Valencia,82,2015.6,81,3,SP1
1355,Sevilla,81,2015.6,81,4,SP1
1356,Ath Bilbao,76,2015.6,73,5,SP1
1357,Villarreal,73,2015.6,70,6,SP1
1358,Sociedad,70,2015.6,69,7,SP1
1359,Espanol,59,2015.6,56,8,SP1
1360,Malaga,58,2015.6,56,9,SP1
1361,Celta,58,2015.6,54,9,SP1
1362,Levante,52,2015.6,51,10,SP1
1363,Vallecano,51,2015.6,50,11,SP1
1364,Elche,47,2015.6,44,12,SP1
1365,Getafe,47,2015.6,47,12,SP1
1366,Granada,44,2015.6,44,13,SP1
1367,Almeria,40,2015.6,36,14,SP1
1368,Valladolid,27,2015.6,23,15,SP1
1369,Osasuna,23,2015.6,20,16,SP1
1370,Betis,22,2015.6,18,17,SP1
1371,La Coruna,22,2015.6,21,17,SP1
1372,Eibar,21,2015.6,18,18,SP1
1373,Cordoba,9,2015.6,9,19,SP1
1374,Las Palmas,1,2015.6,0,20,SP1
1375,Sp Gijon,1,2015.6,0,20,SP1
1376,Girona,0,2015.6,0,21,SP1
1377,Huesca,0,2015.6,0,21,SP1
1378,Mallorca,0,2015.6,0,21,SP1
1379,Leganes,0,2015.6,0,21,SP1
1380,Alaves,0,2015.6,0,21,SP1
1381,Real Madrid,99,2015.5,92,1,SP1
1382,Barcelona,99,2015.5,92,1,SP1
1383,Ath Madrid,94,2015.5,90,2,SP1
1384,Valencia,81,2015.5,74,3,SP1
1385,Sevilla,81,2015.5,75,3,SP1
1386,Ath Bilbao,73,2015.5,68,4,SP1
1387,Villarreal,70,2015.5,64,5,SP1
1388,Sociedad,69,2015.5,65,6,SP1
1389,Espanol,56,2015.5,55,7,SP1
1390,Malaga,56,2015.5,55,7,SP1
1391,Celta,54,2015.5,47,8,SP1
1392,Levante,51,2015.5,46,9,SP1
1393,Vallecano,50,2015.5,46,10,SP1
1394,Elche,47,2015.5,44,11,SP1
1395,Getafe,47,2015.5,46,11,SP1
1396,Granada,44,2015.5,40,12,SP1
1397,Almeria,40,2015.5,36,13,SP1
1398,Valladolid,27,2015.5,23,14,SP1
1399,Osasuna,23,2015.5,20,15,SP1
1400,La Coruna,21,2015.5,17,16,SP1
1401,Eibar,18,2015.5,15,17,SP1
1402,Betis,18,2015.5,15,17,SP1
1403,Cordoba,9,2015.5,9,18,SP1
1404,Sp Gijon,0,2015.5,0,19,SP1
1405,Mallorca,0,2015.5,0,19,SP1
1406,Leganes,0,2015.5,0,19,SP1
1407,Alaves,0,2015.5,0,19,SP1
1408,Las Palmas,0,2015.5,0,19,SP1
1409,Huesca,0,2015.5,0,19,SP1
1410,Girona,0,2015.5,0,19,SP1
1411,Barcelona,99,2015.4,92,1,SP1
1412,Real Madrid,99,2015.4,92,1,SP1
1413,Ath Madrid,94,2015.4,90,2,SP1
1414,Sevilla,81,2015.4,75,3,SP1
1415,Valencia,81,2015.4,74,3,SP1
1416,Ath Bilbao,73,2015.4,68,4,SP1
1417,Villarreal,70,2015.4,64,5,SP1
1418,Sociedad,69,2015.4,65,6,SP1
1419,Malaga,56,2015.4,55,7,SP1
1420,Espanol,56,2015.4,55,7,SP1
1421,Celta,54,2015.4,47,8,SP1
1422,Levante,51,2015.4,46,9,SP1
1423,Vallecano,50,2015.4,46,10,SP1
1424,Getafe,47,2015.4,46,11,SP1
1425,Elche,47,2015.4,44,11,SP1
1426,Granada,44,2015.4,40,12,SP1
1427,Almeria,40,2015.4,36,13,SP1
1428,Valladolid,27,2015.4,23,14,SP1
1429,Osasuna,23,2015.4,20,15,SP1
1430,La Coruna,21,2015.4,17,16,SP1
1431,Eibar,18,2015.4,15,17,SP1
1432,Betis,18,2015.4,15,17,SP1
1433,Cordoba,9,2015.4,9,18,SP1
1434,Mallorca,0,2015.4,0,19,SP1
1435,Leganes,0,2015.4,0,19,SP1
1436,Girona,0,2015.4,0,19,SP1
1437,Las Palmas,0,2015.4,0,19,SP1
1438,Huesca,0,2015.4,0,19,SP1
1439,Sp Gijon,0,2015.4,0,19,SP1
1440,Alaves,0,2015.4,0,19,SP1
1441,Real Madrid,99,2015.3,92,1,SP1
1442,Barcelona,99,2015.3,92,1,SP1
1443,Ath Madrid,94,2015.3,90,2,SP1
1444,Sevilla,81,2015.3,75,3,SP1
1445,Valencia,81,2015.3,74,3,SP1
1446,Ath Bilbao,73,2015.3,68,4,SP1
1447,Villarreal,70,2015.3,64,5,SP1
1448,Sociedad,69,2015.3,65,6,SP1
1449,Espanol,56,2015.3,55,7,SP1
1450,Malaga,56,2015.3,55,7,SP1
1451,Celta,54,2015.3,47,8,SP1
1452,Levante,51,2015.3,46,9,SP1
1453,Vallecano,50,2015.3,46,10,SP1
1454,Getafe,47,2015.3,46,11,SP1
1455,Elche,47,2015.3,44,11,SP1
1456,Granada,44,2015.3,40,12,SP1
1457,Almeria,40,2015.3,36,13,SP1
1458,Valladolid,27,2015.3,23,14,SP1
1459,Osasuna,23,2015.3,20,15,SP1
1460,La Coruna,21,2015.3,17,16,SP1
1461,Eibar,18,2015.3,15,17,SP1
1462,Betis,18,2015.3,15,17,SP1
1463,Cordoba,9,2015.3,9,18,SP1
1464,Huesca,0,2015.3,0,19,SP1
1465,Mallorca,0,2015.3,0,19,SP1
1466,Las Palmas,0,2015.3,0,19,SP1
1467,Alaves,0,2015.3,0,19,SP1
1468,Leganes,0,2015.3,0,19,SP1
1469,Girona,0,2015.3,0,19,SP1
1470,Sp Gijon,0,2015.3,0,19,SP1
1471,Real Madrid,92,2015.2,80,1,SP1
1472,Barcelona,92,2015.2,83,1,SP1
1473,Ath Madrid,90,2015.2,84,2,SP1
1474,Sevilla,75,2015.2,68,3,SP1
1475,Valencia,74,2015.2,70,4,SP1
1476,Ath Bilbao,68,2015.2,61,5,SP1
1477,Sociedad,65,2015.2,61,6,SP1
1478,Villarreal,64,2015.2,63,7,SP1
1479,Malaga,55,2015.2,50,8,SP1
1480,Espanol,55,2015.2,51,8,SP1
1481,Celta,47,2015.2,44,9,SP1
1482,Levante,46,2015.2,45,10,SP1
1483,Getafe,46,2015.2,42,10,SP1
1484,Vallecano,46,2015.2,40,10,SP1
1485,Elche,44,2015.2,41,11,SP1
1486,Granada,40,2015.2,37,12,SP1
1487,Almeria,36,2015.2,32,13,SP1
1488,Valladolid,27,2015.2,23,14,SP1
1489,Osasuna,23,2015.2,20,15,SP1
1490,Betis,18,2015.2,15,16,SP1
1491,La Coruna,17,2015.2,15,17,SP1
1492,Eibar,15,2015.2,12,18,SP1
1493,Cordoba,9,2015.2,9,19,SP1
1494,Las Palmas,0,2015.2,0,20,SP1
1495,Mallorca,0,2015.2,0,20,SP1
1496,Huesca,0,2015.2,0,20,SP1
1497,Leganes,0,2015.2,0,20,SP1
1498,Alaves,0,2015.2,0,20,SP1
1499,Girona,0,2015.2,0,20,SP1
1500,Sp Gijon,0,2015.2,0,20,SP1
1501,Ath Madrid,84,2015.1,77,1,SP1
1502,Barcelona,83,2015.1,77,2,SP1
1503,Real Madrid,80,2015.1,76,3,SP1
1504,Valencia,70,2015.1,61,4,SP1
1505,Sevilla,68,2015.1,64,5,SP1
1506,Villarreal,63,2015.1,54,6,SP1
1507,Sociedad,61,2015.1,54,7,SP1
1508,Ath Bilbao,61,2015.1,55,7,SP1
1509,Espanol,51,2015.1,47,8,SP1
1510,Malaga,50,2015.1,47,9,SP1
1511,Levante,45,2015.1,36,10,SP1
1512,Celta,44,2015.1,40,11,SP1
1513,Getafe,42,2015.1,36,12,SP1
1514,Elche,41,2015.1,35,13,SP1
1515,Vallecano,40,2015.1,31,14,SP1
1516,Granada,37,2015.1,33,15,SP1
1517,Almeria,32,2015.1,30,16,SP1
1518,Valladolid,27,2015.1,23,17,SP1
1519,Osasuna,23,2015.1,20,18,SP1
1520,Betis,18,2015.1,15,19,SP1
1521,La Coruna,15,2015.1,15,20,SP1
1522,Eibar,12,2015.1,12,21,SP1
1523,Cordoba,9,2015.1,9,22,SP1
1524,Leganes,0,2015.1,0,23,SP1
1525,Las Palmas,0,2015.1,0,23,SP1
1526,Sp Gijon,0,2015.1,0,23,SP1
1527,Mallorca,0,2015.1,0,23,SP1
1528,Huesca,0,2015.1,0,23,SP1
1529,Alaves,0,2015.1,0,23,SP1
1530,Girona,0,2015.1,0,23,SP1
1531,Barcelona,77,2015.0,71,1,SP1
1532,Ath Madrid,77,2015.0,68,1,SP1
1533,Real Madrid,76,2015.0,67,2,SP1
1534,Sevilla,64,2015.0,55,3,SP1
1535,Valencia,61,2015.0,52,4,SP1
1536,Ath Bilbao,55,2015.0,54,5,SP1
1537,Villarreal,54,2015.0,48,6,SP1
1538,Sociedad,54,2015.0,48,6,SP1
1539,Espanol,47,2015.0,41,7,SP1
1540,Malaga,47,2015.0,43,7,SP1
1541,Celta,40,2015.0,36,8,SP1
1542,Levante,36,2015.0,35,9,SP1
1543,Getafe,36,2015.0,33,9,SP1
1544,Elche,35,2015.0,31,10,SP1
1545,Granada,33,2015.0,29,11,SP1
1546,Vallecano,31,2015.0,31,12,SP1
1547,Almeria,30,2015.0,27,13,SP1
1548,Valladolid,27,2015.0,23,14,SP1
1549,Osasuna,23,2015.0,20,15,SP1
1550,Betis,18,2015.0,15,16,SP1
1551,La Coruna,15,2015.0,8,17,SP1
1552,Eibar,12,2015.0,9,18,SP1
1553,Cordoba,9,2015.0,5,19,SP1
1554,Sp Gijon,0,2015.0,0,20,SP1
1555,Mallorca,0,2015.0,0,20,SP1
1556,Leganes,0,2015.0,0,20,SP1
1557,Girona,0,2015.0,0,20,SP1
1558,Huesca,0,2015.0,0,20,SP1
1559,Alaves,0,2015.0,0,20,SP1
1560,Las Palmas,0,2015.0,0,20,SP1
1561,Barcelona,71,2014.9,65,1,SP1
1562,Ath Madrid,68,2014.9,65,2,SP1
1563,Real Madrid,67,2014.9,64,3,SP1
1564,Sevilla,55,2014.9,51,4,SP1
1565,Ath Bilbao,54,2014.9,54,5,SP1
1566,Valencia,52,2014.9,49,6,SP1
1567,Villarreal,48,2014.9,42,7,SP1
1568,Sociedad,48,2014.9,44,7,SP1
1569,Malaga,43,2014.9,40,8,SP1
1570,Espanol,41,2014.9,35,9,SP1
1571,Celta,36,2014.9,36,10,SP1
1572,Levante,35,2014.9,33,11,SP1
1573,Getafe,33,2014.9,32,12,SP1
1574,Vallecano,31,2014.9,31,13,SP1
1575,Elche,31,2014.9,31,13,SP1
1576,Granada,29,2014.9,27,14,SP1
1577,Almeria,27,2014.9,27,15,SP1
1578,Valladolid,27,2014.9,23,15,SP1
1579,Osasuna,23,2014.9,20,16,SP1
1580,Betis,18,2014.9,15,17,SP1
1581,Eibar,9,2014.9,6,18,SP1
1582,La Coruna,8,2014.9,5,19,SP1
1583,Cordoba,5,2014.9,4,20,SP1
1584,Huesca,0,2014.9,0,21,SP1
1585,Las Palmas,0,2014.9,0,21,SP1
1586,Leganes,0,2014.9,0,21,SP1
1587,Mallorca,0,2014.9,0,21,SP1
1588,Sp Gijon,0,2014.9,0,21,SP1
1589,Alaves,0,2014.9,0,21,SP1
1590,Girona,0,2014.9,0,21,SP1
1591,Barcelona,65,2014.8,62,1,SP1
1592,Ath Madrid,65,2014.8,59,1,SP1
1593,Real Madrid,64,2014.8,58,2,SP1
1594,Ath Bilbao,54,2014.8,48,3,SP1
1595,Sevilla,51,2014.8,47,4,SP1
1596,Valencia,49,2014.8,45,5,SP1
1597,Sociedad,44,2014.8,41,6,SP1
1598,Villarreal,42,2014.8,39,7,SP1
1599,Malaga,40,2014.8,34,8,SP1
1600,Celta,36,2014.8,32,9,SP1
1601,Espanol,35,2014.8,33,10,SP1
1602,Levante,33,2014.8,27,11,SP1
1603,Getafe,32,2014.8,31,12,SP1
1604,Vallecano,31,2014.8,28,13,SP1
1605,Elche,31,2014.8,27,13,SP1
1606,Granada,27,2014.8,26,14,SP1
1607,Almeria,27,2014.8,27,14,SP1
1608,Valladolid,27,2014.8,23,14,SP1
1609,Osasuna,23,2014.8,20,15,SP1
1610,Betis,18,2014.8,15,16,SP1
1611,Eibar,6,2014.8,5,17,SP1
1612,La Coruna,5,2014.8,4,18,SP1
1613,Cordoba,4,2014.8,2,19,SP1
1614,Mallorca,0,2014.8,0,20,SP1
1615,Huesca,0,2014.8,0,20,SP1
1616,Leganes,0,2014.8,0,20,SP1
1617,Girona,0,2014.8,0,20,SP1
1618,Sp Gijon,0,2014.8,0,20,SP1
1619,Alaves,0,2014.8,0,20,SP1
1620,Las Palmas,0,2014.8,0,20,SP1
1621,Barcelona,62,2014.7,56,1,SP1
1622,Ath Madrid,59,2014.7,52,2,SP1
1623,Real Madrid,58,2014.7,52,3,SP1
1624,Ath Bilbao,48,2014.7,46,4,SP1
1625,Sevilla,47,2014.7,38,5,SP1
1626,Valencia,45,2014.7,36,6,SP1
1627,Sociedad,41,2014.7,40,7,SP1
1628,Villarreal,39,2014.7,33,8,SP1
1629,Malaga,34,2014.7,30,9,SP1
1630,Espanol,33,2014.7,26,10,SP1
1631,Celta,32,2014.7,29,11,SP1
1632,Getafe,31,2014.7,27,12,SP1
1633,Vallecano,28,2014.7,25,13,SP1
1634,Almeria,27,2014.7,26,14,SP1
1635,Levante,27,2014.7,27,14,SP1
1636,Valladolid,27,2014.7,23,14,SP1
1637,Elche,27,2014.7,27,14,SP1
1638,Granada,26,2014.7,25,15,SP1
1639,Osasuna,23,2014.7,20,16,SP1
1640,Betis,18,2014.7,15,17,SP1
1641,Eibar,5,2014.7,3,18,SP1
1642,La Coruna,4,2014.7,1,19,SP1
1643,Cordoba,2,2014.7,1,20,SP1
1644,Alaves,0,2014.7,0,21,SP1
1645,Leganes,0,2014.7,0,21,SP1
1646,Mallorca,0,2014.7,0,21,SP1
1647,Sp Gijon,0,2014.7,0,21,SP1
1648,Huesca,0,2014.7,0,21,SP1
1649,Girona,0,2014.7,0,21,SP1
1650,Las Palmas,0,2014.7,0,21,SP1
1651,Barcelona,56,2014.6,50,1,SP1
1652,Ath Madrid,52,2014.6,49,2,SP1
1653,Real Madrid,52,2014.6,49,2,SP1
1654,Ath Bilbao,46,2014.6,43,3,SP1
1655,Sociedad,40,2014.6,37,4,SP1
1656,Sevilla,38,2014.6,37,5,SP1
1657,Valencia,36,2014.6,33,6,SP1
1658,Villarreal,33,2014.6,33,7,SP1
1659,Malaga,30,2014.6,26,8,SP1
1660,Celta,29,2014.6,25,9,SP1
1661,Valladolid,27,2014.6,23,10,SP1
1662,Elche,27,2014.6,26,10,SP1
1663,Getafe,27,2014.6,24,10,SP1
1664,Levante,27,2014.6,27,10,SP1
1665,Almeria,26,2014.6,24,11,SP1
1666,Espanol,26,2014.6,26,11,SP1
1667,Granada,25,2014.6,22,12,SP1
1668,Vallecano,25,2014.6,24,12,SP1
1669,Osasuna,23,2014.6,20,13,SP1
1670,Betis,18,2014.6,15,14,SP1
1671,Eibar,3,2014.6,0,15,SP1
1672,La Coruna,1,2014.6,0,16,SP1
1673,Cordoba,1,2014.6,0,16,SP1
1674,Mallorca,0,2014.6,0,17,SP1
1675,Leganes,0,2014.6,0,17,SP1
1676,Las Palmas,0,2014.6,0,17,SP1
1677,Huesca,0,2014.6,0,17,SP1
1678,Girona,0,2014.6,0,17,SP1
1679,Alaves,0,2014.6,0,17,SP1
1680,Sp Gijon,0,2014.6,0,17,SP1
1681,Barcelona,50,2014.5,48,1,SP1
1682,Real Madrid,49,2014.5,42,2,SP1
1683,Ath Madrid,49,2014.5,48,2,SP1
1684,Ath Bilbao,43,2014.5,39,3,SP1
1685,Sociedad,37,2014.5,36,4,SP1
1686,Sevilla,37,2014.5,33,4,SP1
1687,Villarreal,33,2014.5,30,5,SP1
1688,Valencia,33,2014.5,30,5,SP1
1689,Valladolid,27,2014.5,23,6,SP1
1690,Levante,27,2014.5,21,6,SP1
1691,Espanol,26,2014.5,25,7,SP1
1692,Malaga,26,2014.5,20,7,SP1
1693,Elche,26,2014.5,24,7,SP1
1694,Celta,25,2014.5,19,8,SP1
1695,Getafe,24,2014.5,18,9,SP1
1696,Vallecano,24,2014.5,24,9,SP1
1697,Almeria,24,2014.5,20,9,SP1
1698,Osasuna,23,2014.5,20,10,SP1
1699,Granada,22,2014.5,22,11,SP1
1700,Betis,18,2014.5,15,12,SP1
1701,Huesca,0,2014.5,0,13,SP1
1702,La Coruna,0,2014.5,0,13,SP1
1703,Girona,0,2014.5,0,13,SP1
1704,Sp Gijon,0,2014.5,0,13,SP1
1705,Cordoba,0,2014.5,0,13,SP1
1706,Mallorca,0,2014.5,0,13,SP1
1707,Eibar,0,2014.5,0,13,SP1
1708,Las Palmas,0,2014.5,0,13,SP1
1709,Leganes,0,2014.5,0,13,SP1
1710,Alaves,0,2014.5,0,13,SP1
1711,Barcelona,50,2014.4,48,1,SP1
1712,Ath Madrid,49,2014.4,48,2,SP1
1713,Real Madrid,49,2014.4,42,2,SP1
1714,Ath Bilbao,43,2014.4,39,3,SP1
1715,Sociedad,37,2014.4,36,4,SP1
1716,Sevilla,37,2014.4,33,4,SP1
1717,Villarreal,33,2014.4,30,5,SP1
1718,Valencia,33,2014.4,30,5,SP1
1719,Valladolid,27,2014.4,23,6,SP1
1720,Levante,27,2014.4,21,6,SP1
1721,Elche,26,2014.4,24,7,SP1
1722,Malaga,26,2014.4,20,7,SP1
1723,Espanol,26,2014.4,25,7,SP1
