,name,value,year,lastValue,rank,Div
1724,Celta,25,2014.4,19,8,SP1
1725,Getafe,24,2014.4,18,9,SP1
1726,Almeria,24,2014.4,20,9,SP1
1727,Vallecano,24,2014.4,24,9,SP1
1728,Osasuna,23,2014.4,20,10,SP1
1729,Granada,22,2014.4,22,11,SP1
1730,Betis,18,2014.4,15,12,SP1
1731,Las Palmas,0,2014.4,0,13,SP1
1732,La Coruna,0,2014.4,0,13,SP1
1733,Leganes,0,2014.4,0,13,SP1
1734,Eibar,0,2014.4,0,13,SP1
1735,Girona,0,2014.4,0,13,SP1
1736,Cordoba,0,2014.4,0,13,SP1
1737,Huesca,0,2014.4,0,13,SP1
1738,Alaves,0,2014.4,0,13,SP1
1739,Mallorca,0,2014.4,0,13,SP1
1740,Sp Gijon,0,2014.4,0,13,SP1
1741,Barcelona,50,2014.3,48,1,SP1
1742,Ath Madrid,49,2014.3,48,2,SP1
1743,Real Madrid,49,2014.3,42,2,SP1
1744,Ath Bilbao,43,2014.3,39,3,SP1
1745,Sociedad,37,2014.3,36,4,SP1
1746,Sevilla,37,2014.3,33,4,SP1
1747,Valencia,33,2014.3,30,5,SP1
1748,Villarreal,33,2014.3,30,5,SP1
1749,Valladolid,27,2014.3,23,6,SP1
1750,Levante,27,2014.3,21,6,SP1
1751,Espanol,26,2014.3,25,7,SP1
1752,Malaga,26,2014.3,20,7,SP1
1753,Elche,26,2014.3,24,7,SP1
1754,Celta,25,2014.3,19,8,SP1
1755,Getafe,24,2014.3,18,9,SP1
1756,Vallecano,24,2014.3,24,9,SP1
1757,Almeria,24,2014.3,20,9,SP1
1758,Osasuna,23,2014.3,20,10,SP1
1759,Granada,22,2014.3,22,11,SP1
1760,Betis,18,2014.3,15,12,SP1
1761,Eibar,0,2014.3,0,13,SP1
1762,Girona,0,2014.3,0,13,SP1
1763,Huesca,0,2014.3,0,13,SP1
1764,La Coruna,0,2014.3,0,13,SP1
1765,Las Palmas,0,2014.3,0,13,SP1
1766,Leganes,0,2014.3,0,13,SP1
1767,Sp Gijon,0,2014.3,0,13,SP1
1768,Mallorca,0,2014.3,0,13,SP1
1769,Cordoba,0,2014.3,0,13,SP1
1770,Alaves,0,2014.3,0,13,SP1
1771,Barcelona,48,2014.2,36,1,SP1
1772,Ath Madrid,48,2014.2,36,1,SP1
1773,Real Madrid,42,2014.2,36,2,SP1
1774,Ath Bilbao,39,2014.2,33,3,SP1
1775,Sociedad,36,2014.2,27,4,SP1
1776,Sevilla,33,2014.2,21,5,SP1
1777,Villarreal,30,2014.2,25,6,SP1
1778,Valencia,30,2014.2,24,6,SP1
1779,Espanol,25,2014.2,23,7,SP1
1780,Elche,24,2014.2,19,8,SP1
1781,Vallecano,24,2014.2,12,8,SP1
1782,Valladolid,23,2014.2,18,9,SP1
1783,Granada,22,2014.2,16,10,SP1
1784,Levante,21,2014.2,20,11,SP1
1785,Malaga,20,2014.2,17,12,SP1
1786,Osasuna,20,2014.2,17,12,SP1
1787,Almeria,20,2014.2,16,12,SP1
1788,Celta,19,2014.2,15,13,SP1
1789,Getafe,18,2014.2,18,14,SP1
1790,Betis,15,2014.2,15,15,SP1
1791,Mallorca,0,2014.2,0,16,SP1
1792,Huesca,0,2014.2,0,16,SP1
1793,Leganes,0,2014.2,0,16,SP1
1794,Girona,0,2014.2,0,16,SP1
1795,Las Palmas,0,2014.2,0,16,SP1
1796,Sp Gijon,0,2014.2,0,16,SP1
1797,La Coruna,0,2014.2,0,16,SP1
1798,Cordoba,0,2014.2,0,16,SP1
1799,Eibar,0,2014.2,0,16,SP1
1800,Alaves,0,2014.2,0,16,SP1
1801,Ath Madrid,36,2014.1,32,1,SP1
1802,Barcelona,36,2014.1,30,1,SP1
1803,Real Madrid,36,2014.1,27,1,SP1
1804,Ath Bilbao,33,2014.1,30,2,SP1
1805,Sociedad,27,2014.1,23,3,SP1
1806,Villarreal,25,2014.1,24,4,SP1
1807,Valencia,24,2014.1,17,5,SP1
1808,Espanol,23,2014.1,17,6,SP1
1809,Sevilla,21,2014.1,17,7,SP1
1810,Levante,20,2014.1,14,8,SP1
1811,Elche,19,2014.1,15,9,SP1
1812,Getafe,18,2014.1,16,10,SP1
1813,Valladolid,18,2014.1,13,10,SP1
1814,Malaga,17,2014.1,16,11,SP1
1815,Osasuna,17,2014.1,11,11,SP1
1816,Granada,16,2014.1,10,12,SP1
1817,Almeria,16,2014.1,12,12,SP1
1818,Celta,15,2014.1,13,13,SP1
1819,Betis,15,2014.1,12,13,SP1
1820,Vallecano,12,2014.1,6,14,SP1
1821,Leganes,0,2014.1,0,15,SP1
1822,Eibar,0,2014.1,0,15,SP1
1823,Girona,0,2014.1,0,15,SP1
1824,La Coruna,0,2014.1,0,15,SP1
1825,Las Palmas,0,2014.1,0,15,SP1
1826,Cordoba,0,2014.1,0,15,SP1
1827,Alaves,0,2014.1,0,15,SP1
1828,Sp Gijon,0,2014.1,0,15,SP1
1829,Mallorca,0,2014.1,0,15,SP1
1830,Huesca,0,2014.1,0,15,SP1
1831,Ath Madrid,32,2014.0,27,1,SP1
1832,Barcelona,30,2014.0,24,2,SP1
1833,Ath Bilbao,30,2014.0,23,2,SP1
1834,Real Madrid,27,2014.0,21,3,SP1
1835,Villarreal,24,2014.0,15,4,SP1
1836,Sociedad,23,2014.0,17,5,SP1
1837,Valencia,17,2014.0,13,6,SP1
1838,Sevilla,17,2014.0,14,6,SP1
1839,Espanol,17,2014.0,14,6,SP1
1840,Malaga,16,2014.0,12,7,SP1
1841,Getafe,16,2014.0,14,7,SP1
1842,Elche,15,2014.0,8,8,SP1
1843,Levante,14,2014.0,9,9,SP1
1844,Valladolid,13,2014.0,9,10,SP1
1845,Celta,13,2014.0,7,10,SP1
1846,Betis,12,2014.0,9,11,SP1
1847,Almeria,12,2014.0,6,11,SP1
1848,Osasuna,11,2014.0,8,12,SP1
1849,Granada,10,2014.0,6,13,SP1
1850,Vallecano,6,2014.0,6,14,SP1
1851,La Coruna,0,2014.0,0,15,SP1
1852,Las Palmas,0,2014.0,0,15,SP1
1853,Eibar,0,2014.0,0,15,SP1
1854,Mallorca,0,2014.0,0,15,SP1
1855,Girona,0,2014.0,0,15,SP1
1856,Sp Gijon,0,2014.0,0,15,SP1
1857,Huesca,0,2014.0,0,15,SP1
1858,Cordoba,0,2014.0,0,15,SP1
1859,Alaves,0,2014.0,0,15,SP1
1860,Leganes,0,2014.0,0,15,SP1
1861,Ath Madrid,27,2013.9,21,1,SP1
1862,Barcelona,24,2013.9,21,2,SP1
1863,Ath Bilbao,23,2013.9,17,3,SP1
1864,Real Madrid,21,2013.9,18,4,SP1
1865,Sociedad,17,2013.9,14,5,SP1
1866,Villarreal,15,2013.9,14,6,SP1
1867,Sevilla,14,2013.9,13,7,SP1
1868,Espanol,14,2013.9,11,7,SP1
1869,Getafe,14,2013.9,11,7,SP1
1870,Valencia,13,2013.9,10,8,SP1
1871,Malaga,12,2013.9,9,9,SP1
1872,Betis,9,2013.9,8,10,SP1
1873,Valladolid,9,2013.9,6,10,SP1
1874,Levante,9,2013.9,6,10,SP1
1875,Osasuna,8,2013.9,7,11,SP1
1876,Elche,8,2013.9,8,11,SP1
1877,Celta,7,2013.9,3,12,SP1
1878,Vallecano,6,2013.9,6,13,SP1
1879,Almeria,6,2013.9,5,13,SP1
1880,Granada,6,2013.9,6,13,SP1
1881,La Coruna,0,2013.9,0,14,SP1
1882,Leganes,0,2013.9,0,14,SP1
1883,Alaves,0,2013.9,0,14,SP1
1884,Girona,0,2013.9,0,14,SP1
1885,Cordoba,0,2013.9,0,14,SP1
1886,Huesca,0,2013.9,0,14,SP1
1887,Eibar,0,2013.9,0,14,SP1
1888,Mallorca,0,2013.9,0,14,SP1
1889,Sp Gijon,0,2013.9,0,14,SP1
1890,Las Palmas,0,2013.9,0,14,SP1
1891,Barcelona,21,2013.8,12,1,SP1
1892,Ath Madrid,21,2013.8,12,1,SP1
1893,Real Madrid,18,2013.8,12,2,SP1
1894,Ath Bilbao,17,2013.8,10,3,SP1
1895,Villarreal,14,2013.8,10,4,SP1
1896,Sociedad,14,2013.8,5,4,SP1
1897,Sevilla,13,2013.8,7,5,SP1
1898,Espanol,11,2013.8,10,6,SP1
1899,Getafe,11,2013.8,10,6,SP1
1900,Valencia,10,2013.8,9,7,SP1
1901,Malaga,9,2013.8,6,8,SP1
1902,Betis,8,2013.8,7,9,SP1
1903,Elche,8,2013.8,5,9,SP1
1904,Osasuna,7,2013.8,4,10,SP1
1905,Granada,6,2013.8,3,11,SP1
1906,Vallecano,6,2013.8,6,11,SP1
1907,Valladolid,6,2013.8,4,11,SP1
1908,Levante,6,2013.8,3,11,SP1
1909,Almeria,5,2013.8,2,12,SP1
1910,Celta,3,2013.8,3,13,SP1
1911,Eibar,0,2013.8,0,14,SP1
1912,Cordoba,0,2013.8,0,14,SP1
1913,Alaves,0,2013.8,0,14,SP1
1914,Girona,0,2013.8,0,14,SP1
1915,Sp Gijon,0,2013.8,0,14,SP1
1916,Mallorca,0,2013.8,0,14,SP1
1917,Leganes,0,2013.8,0,14,SP1
1918,Las Palmas,0,2013.8,0,14,SP1
1919,La Coruna,0,2013.8,0,14,SP1
1920,Huesca,0,2013.8,0,14,SP1
1921,Real Madrid,12,2013.7,6,1,SP1
1922,Ath Madrid,12,2013.7,3,1,SP1
1923,Barcelona,12,2013.7,3,1,SP1
1924,Getafe,10,2013.7,1,2,SP1
1925,Ath Bilbao,10,2013.7,3,2,SP1
1926,Espanol,10,2013.7,4,2,SP1
1927,Villarreal,10,2013.7,3,2,SP1
1928,Valencia,9,2013.7,3,3,SP1
1929,Betis,7,2013.7,0,4,SP1
1930,Sevilla,7,2013.7,1,4,SP1
1931,Vallecano,6,2013.7,3,5,SP1
1932,Malaga,6,2013.7,0,5,SP1
1933,Sociedad,5,2013.7,3,6,SP1
1934,Elche,5,2013.7,1,6,SP1
1935,Osasuna,4,2013.7,0,7,SP1
1936,Valladolid,4,2013.7,3,7,SP1
1937,Granada,3,2013.7,0,8,SP1
1938,Celta,3,2013.7,2,8,SP1
1939,Levante,3,2013.7,1,8,SP1
1940,Almeria,2,2013.7,1,9,SP1
1941,Huesca,0,2013.7,0,10,SP1
1942,Sp Gijon,0,2013.7,0,10,SP1
1943,La Coruna,0,2013.7,0,10,SP1
1944,Eibar,0,2013.7,0,10,SP1
1945,Mallorca,0,2013.7,0,10,SP1
1946,Leganes,0,2013.7,0,10,SP1
1947,Girona,0,2013.7,0,10,SP1
1948,Cordoba,0,2013.7,0,10,SP1
1949,Alaves,0,2013.7,0,10,SP1
1950,Las Palmas,0,2013.7,0,10,SP1
1951,Real Madrid,6,2013.6,0,1,SP1
1952,Espanol,4,2013.6,0,2,SP1
1953,Ath Bilbao,3,2013.6,0,3,SP1
1954,Valencia,3,2013.6,0,3,SP1
1955,Ath Madrid,3,2013.6,0,3,SP1
1956,Barcelona,3,2013.6,0,3,SP1
1957,Vallecano,3,2013.6,0,3,SP1
1958,Sociedad,3,2013.6,0,3,SP1
1959,Villarreal,3,2013.6,0,3,SP1
1960,Valladolid,3,2013.6,0,3,SP1
1961,Celta,2,2013.6,0,4,SP1
1962,Levante,1,2013.6,0,5,SP1
1963,Elche,1,2013.6,0,5,SP1
1964,Getafe,1,2013.6,0,5,SP1
1965,Almeria,1,2013.6,0,5,SP1
1966,Sevilla,1,2013.6,0,5,SP1
1967,Malaga,0,2013.6,0,6,SP1
1968,Cordoba,0,2013.6,0,6,SP1
1969,Eibar,0,2013.6,0,6,SP1
1970,Girona,0,2013.6,0,6,SP1
1971,Betis,0,2013.6,0,6,SP1
1972,Leganes,0,2013.6,0,6,SP1
1973,Osasuna,0,2013.6,0,6,SP1
1974,Mallorca,0,2013.6,0,6,SP1
1975,Huesca,0,2013.6,0,6,SP1
1976,La Coruna,0,2013.6,0,6,SP1
1977,Las Palmas,0,2013.6,0,6,SP1
1978,Granada,0,2013.6,0,6,SP1
1979,Sp Gijon,0,2013.6,0,6,SP1
1980,Alaves,0,2013.6,0,6,SP1
