,name,value,year,lastValue,rank,Div
3840,Huddersfield,0,2014.0,0,17,E0
3841,Man City,30,2013.9,18,1,E0
3842,Chelsea,28,2013.9,16,2,E0
3843,Liverpool,24,2013.9,15,3,E0
3844,Everton,21,2013.9,12,4,E0
3845,Arsenal,20,2013.9,15,5,E0
3846,Hull,18,2013.9,11,6,E0
3847,Newcastle,18,2013.9,11,6,E0
3848,Stoke,16,2013.9,9,7,E0
3849,Southampton,15,2013.9,14,8,E0
3850,Tottenham,15,2013.9,10,8,E0
3851,Man United,14,2013.9,11,9,E0
3852,Cardiff,12,2013.9,8,10,E0
3853,Norwich,12,2013.9,8,10,E0
3854,Crystal Palace,10,2013.9,4,11,E0
3855,Swansea,10,2013.9,6,11,E0
3856,West Ham,9,2013.9,4,12,E0
3857,West Brom,9,2013.9,8,12,E0
3858,Aston Villa,8,2013.9,6,13,E0
3859,Sunderland,7,2013.9,6,14,E0
3860,Fulham,7,2013.9,4,14,E0
3861,Middlesbrough,0,2013.9,0,15,E0
3862,Wolves,0,2013.9,0,15,E0
3863,Leicester,0,2013.9,0,15,E0
3864,QPR,0,2013.9,0,15,E0
3865,Brighton,0,2013.9,0,15,E0
3866,Watford,0,2013.9,0,15,E0
3867,Huddersfield,0,2013.9,0,15,E0
3868,Burnley,0,2013.9,0,15,E0
3869,Bournemouth,0,2013.9,0,15,E0
3870,Sheffield United,0,2013.9,0,15,E0
3871,Man City,18,2013.8,12,1,E0
3872,Chelsea,16,2013.8,12,2,E0
3873,Liverpool,15,2013.8,9,3,E0
3874,Arsenal,15,2013.8,9,3,E0
3875,Southampton,14,2013.8,8,4,E0
3876,Everton,12,2013.8,10,5,E0
3877,Man United,11,2013.8,5,6,E0
3878,Hull,11,2013.8,8,6,E0
3879,Newcastle,11,2013.8,5,6,E0
3880,Tottenham,10,2013.8,7,7,E0
3881,Stoke,9,2013.8,5,8,E0
3882,West Brom,8,2013.8,4,9,E0
3883,Norwich,8,2013.8,4,9,E0
3884,Cardiff,8,2013.8,4,9,E0
3885,Sunderland,6,2013.8,0,10,E0
3886,Swansea,6,2013.8,4,10,E0
3887,Aston Villa,6,2013.8,3,10,E0
3888,West Ham,4,2013.8,3,11,E0
3889,Fulham,4,2013.8,4,11,E0
3890,Crystal Palace,4,2013.8,3,11,E0
3891,Brighton,0,2013.8,0,12,E0
3892,Burnley,0,2013.8,0,12,E0
3893,Watford,0,2013.8,0,12,E0
3894,Wolves,0,2013.8,0,12,E0
3895,Leicester,0,2013.8,0,12,E0
3896,Huddersfield,0,2013.8,0,12,E0
3897,Bournemouth,0,2013.8,0,12,E0
3898,QPR,0,2013.8,0,12,E0
3899,Middlesbrough,0,2013.8,0,12,E0
3900,Sheffield United,0,2013.8,0,12,E0
3901,Chelsea,12,2013.7,6,1,E0
3902,Man City,12,2013.7,6,1,E0
3903,Everton,10,2013.7,1,2,E0
3904,Arsenal,9,2013.7,3,3,E0
3905,Liverpool,9,2013.7,6,3,E0
3906,Southampton,8,2013.7,1,4,E0
3907,Hull,8,2013.7,3,4,E0
3908,Tottenham,7,2013.7,3,5,E0
3909,Stoke,5,2013.7,3,6,E0
3910,Newcastle,5,2013.7,4,6,E0
3911,Man United,5,2013.7,1,6,E0
3912,Fulham,4,2013.7,0,7,E0
3913,West Brom,4,2013.7,0,7,E0
3914,Norwich,4,2013.7,4,7,E0
3915,Cardiff,4,2013.7,4,7,E0
3916,Swansea,4,2013.7,0,7,E0
3917,Crystal Palace,3,2013.7,3,8,E0
3918,West Ham,3,2013.7,3,8,E0
3919,Aston Villa,3,2013.7,0,8,E0
3920,Sheffield United,0,2013.7,0,9,E0
3921,Wolves,0,2013.7,0,9,E0
3922,QPR,0,2013.7,0,9,E0
3923,Leicester,0,2013.7,0,9,E0
3924,Sunderland,0,2013.7,0,9,E0
3925,Huddersfield,0,2013.7,0,9,E0
3926,Watford,0,2013.7,0,9,E0
3927,Burnley,0,2013.7,0,9,E0
3928,Bournemouth,0,2013.7,0,9,E0
3929,Middlesbrough,0,2013.7,0,9,E0
3930,Brighton,0,2013.7,0,9,E0
3931,Man City,6,2013.6,0,1,E0
3932,Liverpool,6,2013.6,0,1,E0
3933,Chelsea,6,2013.6,0,1,E0
3934,Norwich,4,2013.6,0,2,E0
3935,Newcastle,4,2013.6,0,2,E0
3936,Cardiff,4,2013.6,0,2,E0
3937,West Ham,3,2013.6,0,3,E0
3938,Hull,3,2013.6,0,3,E0
3939,Tottenham,3,2013.6,0,3,E0
3940,Stoke,3,2013.6,0,3,E0
3941,Arsenal,3,2013.6,0,3,E0
3942,Crystal Palace,3,2013.6,0,3,E0
3943,Southampton,1,2013.6,0,4,E0
3944,Man United,1,2013.6,0,4,E0
3945,Everton,1,2013.6,0,4,E0
3946,Leicester,0,2013.6,0,5,E0
3947,Fulham,0,2013.6,0,5,E0
3948,Bournemouth,0,2013.6,0,5,E0
3949,Brighton,0,2013.6,0,5,E0
3950,Aston Villa,0,2013.6,0,5,E0
3951,Burnley,0,2013.6,0,5,E0
3952,Sheffield United,0,2013.6,0,5,E0
3953,Watford,0,2013.6,0,5,E0
3954,Wolves,0,2013.6,0,5,E0
3955,Huddersfield,0,2013.6,0,5,E0
3956,Sunderland,0,2013.6,0,5,E0
3957,Swansea,0,2013.6,0,5,E0
3958,QPR,0,2013.6,0,5,E0
3959,West Brom,0,2013.6,0,5,E0
3960,Middlesbrough,0,2013.6,0,5,E0
