country_code,country_name,season,accuracy_percentage
England,GBR,2013/2014,59.73684210526316
France,FRA,2013/2014,52.10526315789473
Germany,DEU,2013/2014,54.248366013071895
Italy,ITA,2013/2014,57.10526315789474
Netherlands,NLD,2013/2014,48.69281045751634
Portugal,PRT,2013/2014,54.20168067226891
Scotland,SCOT,2013/2014,55.26315789473685
Spain,ESP,2013/2014,53.68421052631579
CHE,CHE,2013/2014,0.0
BEL,BEL,2013/2014,0.0
POL,POL,2013/2014,0.0
