country_code,country_name,season,accuracy_percentage
Belgium,BEL,2008/2009,55.115511551155116
England,GBR,2008/2009,53.68421052631579
France,FRA,2008/2009,50.3957783641161
Germany,DEU,2008/2009,52.28758169934641
Italy,ITA,2008/2009,55.52631578947368
Netherlands,NLD,2008/2009,52.78688524590164
Portugal,PRT,2008/2009,56.30252100840336
Scotland,SCOT,2008/2009,49.122807017543856
Spain,ESP,2008/2009,55.67282321899736
CHE,CHE,2008/2009,0.0
POL,POL,2008/2009,0.0
