team,value
Juventus,63
Lazio,62
Inter,54
Atalanta,48
Roma,45
Napoli,39
Milan,36
Verona,35
Parma,35
ologna,34
Sassuolo,32
Cagliari,32
Fiorentina,30
Udinese,28
Torino,27
Sampdoria,26
Genoa,25
Lecce,25
Spal,18
Brescia,16
