country_code,country_name,season,accuracy_percentage
Belgium,BEL,2012/2013,48.51063829787234
England,GBR,2012/2013,53.1578947368421
France,FRA,2012/2013,51.05263157894737
Germany,DEU,2012/2013,50.1639344262295
Italy,ITA,2012/2013,55.58510638297872
Netherlands,NLD,2012/2013,51.47540983606558
Portugal,PRT,2012/2013,55.00000000000001
Scotland,SCOT,2012/2013,39.91228070175439
Spain,ESP,2012/2013,54.736842105263165
CHE,CHE,2012/2013,0.0
POL,POL,2012/2013,0.0
