,country_code,country_name,season,accuracy_percentage
0,Belgium,BEL,2008/2009,53.973509933774835
7,England,GBR ,2008/2009,54.473684210526315
15,France,FRA,2008/2009,50.3957783641161
23,Germany,DEU,2008/2009,52.94117647058824
31,Italy,ITA,2008/2009,54.232804232804234
39,Netherlands,NLD,2008/2009,54.09836065573771
47,Portugal,PRT,2008/2009,57.14285714285714
55,Scotland,SCOT,2008/2009,48.68421052631579
63,Spain,ESP,2008/2009,56.464379947229546
