team,value
Alaves,113
Sp Gijon,112
Granada,109
Malaga,108
Valencia,108
Sevilla,105
Leganes,105
Betis,102
Celta,98
Osasuna,98
Las Palmas,98
La Coruna,92
Eibar,91
Villarreal,89
Ath Bilbao,87
Ath Madrid,80
Espanol,80
Sociedad,79
Barcelona,73
Real Madrid,72
