team,value
Chelsea,26
Man City,24
Arsenal,22
Man United,20
Tottenham,19
Liverpool,18
Southampton,18
Swansea,16
Stoke,15
Crystal Palace,13
West Ham,12
Everton,12
Leicester,11
West Brom,11
Newcastle,10
Aston Villa,10
QPR,8
Hull,8
Burnley,7
Sunderland,7

