team,value
Bayern Munich,228
Stuttgart,224
Leverkusen,217
Dortmund,191
Schalke 04,170
Wolfsburg,168
FC Koln,162
Ein Frankfurt,161
Hannover,151
Werder Bremen,148
M'gladbach,146
Mainz,145
Hertha,143
Ingolstadt,143
Hoffenheim,137
Hamburg,130
Augsburg,128
Darmstadt,117
