team,value
Mainz,7
Ein Frankfurt,6
Ingolstadt,6
Hamburg,5
Darmstadt,5
Leverkusen,4
Augsburg,3
Hertha,3
Schalke 04,3
Wolfsburg,3
Dortmund,2
Mgladbach,2
RB Leipzig,2
Werder Bremen,2
FC Koln,1
Hoffenheim,1
Freiburg,1
Bayern Munich,0
