team,value
Stuttgart,5
Leverkusen,4
Wolfsburg,3
Hertha,3
Ein Frankfurt,3
Hamburg,3
Hoffenheim,3
M'gladbach,3
Augsburg,2
Werder Bremen,2
FC Koln,2
Ingolstadt,2
Bayern Munich,1
Darmstadt,1
Mainz,1
Schalke 04,1
Dortmund,0
Hannover,0
