team,value
Valenciennes,23
Ajaccio,23
Nice,20
Guingamp,18
Sochaux,18
Evian Thonon,16
Bastia,16
Nantes,15
Lorient,15
Rennes,14
Reims,14
Toulouse,13
Montpellier,12
Bordeaux,11
Lyon,11
Marseille,10
St Etienne,9
Lille,7
Monaco,4
Paris SG,3

