team,value
Vallecano,8
Getafe,7
Levante,7
Celta,6
Real Madrid,6
Sevilla,6
Ath Bilbao,5
Ath Madrid,5
Girona,4
Leganes,4
Sociedad,4
Villarreal,3
Valencia,3
Huesca,3
Barcelona,2
Eibar,2
Espanol,2
Betis,1
Alaves,1
Valladolid,0
