team,value
Marseille,8
St Etienne,7
Dijon,7
Monaco,7
Amiens,6
Caen,6
Nantes,5
Nice,5
Bordeaux,5
Guingamp,5
Nimes,5
Toulouse,5
Angers,4
Lille,4
Montpellier,4
Paris SG,4
Strasbourg,4
Lyon,3
Rennes,3
Reims,2
