team,value
Monaco,30
Paris SG,27
Nice,22
Lyon,21
Marseille,17
Bordeaux,15
Nantes,14
Guingamp,14
Angers,13
Lille,13
Rennes,12
St Etienne,12
Metz,11
Caen,10
Montpellier,10
Lorient,10
Toulouse,10
Nancy,9
Bastia,8
Dijon,8
