team,value
Benevento,29
Verona,27
Udinese,22
Bologna,21
Crotone,21
Cagliari,21
Genoa,19
Chievo,18
Sassuolo,17
Sampdoria,16
Spal,16
Fiorentina,13
Atalanta,10
Milan,10
Torino,10
Lazio,8
Roma,7
Inter,6
Juventus,3
Napoli,3
