team,value
Juventus,26
Lazio,21
Roma,19
Fiorentina,18
Napoli,18
Genoa,16
Torino,14
Inter,14
Milan,13
Sampdoria,13
Palermo,12
Sassuolo,12
Verona,11
Chievo,10
Udinese,10
Empoli,8
Cagliari,8
Atalanta,7
Parma,6
Cesena,4
