team,value
FC Koln,22
Hamburg,19
Mainz,16
Hannover,15
Freiburg,14
Wolfsburg,13
Mgladbach,13
Augsburg,13
Ein Frankfurt,13
Stuttgart,13
Werder Bremen,12
Hertha,11
RB Leipzig,11
Hoffenheim,9
Dortmund,9
Leverkusen,9
Schalke 04,7
Bayern Munich,4
