team,value
Aston Villa,27
Norwich,22
Newcastle,19
Bournemouth,18
Crystal Palace,18
Sunderland,17
Watford,17
Stoke,15
West Brom,15
Swansea,15
Everton,13
Chelsea,12
Southampton,11
Man United,10
Man City,10
Liverpool,10
West Ham,8
Arsenal,7
Tottenham,6
Leicester,3
