team,value
Toulouse,87
Nancy,76
Nantes,76
Metz,71
Bastia,69
Dijon,68
Marseille,68
Lorient,67
Bordeaux,64
Lyon,61
Caen,59
Lille,59
Angers,58
Nice,57
Guingamp,57
Rennes,56
St Etienne,52
Monaco,51
Paris SG,50
Montpellier,45
