team,value
Frosinone,23
Verona,20
Palermo,19
Udinese,19
Sampdoria,18
Bologna,18
Carpi,18
Genoa,18
Torino,17
Empoli,16
Atalanta,15
Lazio,14
Chievo,14
Inter,11
Milan,11
Fiorentina,10
Sassuolo,9
Napoli,6
Juventus,5
Roma,4
