team,value
Milan,12
Bologna,11
Palermo,9
Genoa,8
Cagliari,7
Fiorentina,6
Inter,5
Chievo,4
Pescara,4
Lazio,4
Crotone,4
Sampdoria,4
Torino,4
Atalanta,3
Empoli,2
Napoli,2
Sassuolo,2
Udinese,2
Roma,1
Juventus,0
