team,value
Inter,290
Roma,263
Milan,244
Napoli,241
Atalanta,229
Sampdoria,224
Lazio,217
Fiorentina,210
Sassuolo,196
Juventus,186
Genoa,183
Cagliari,179
Udinese,177
Spal,175
Torino,173
Benevento,165
Bologna,151
Chievo,147
Verona,143
Crotone,135
