team,value
Watford,77
Burnley,75
Man United,73
Wolves,72
Arsenal,72
Southampton,71
Fulham,68
Cardiff,65
Bournemouth,60
Brighton,60
West Ham,59
Crystal Palace,58
Newcastle,57
Leicester,57
Tottenham,56
Huddersfield,55
Everton,55
Chelsea,49
Man City,44
Liverpool,37
