team,value
West Brom,72
West Ham,72
Crystal Palace,71
Burnley,65
Man United,64
Southampton,63
Watford,63
Stoke,62
Huddersfield,61
Man City,58
Arsenal,57
Bournemouth,55
Brighton,54
Newcastle,52
Leicester,52
Everton,51
Swansea,51
Tottenham,49
Liverpool,44
Chelsea,41
