team,value
Bayern Munich,243
Dortmund,208
Mainz,190
RB Leipzig,181
Wolfsburg,168
Schalke 04,160
Ingolstadt,158
Hamburg,156
Ein Frankfurt,150
Leverkusen,149
Hoffenheim,144
Mgladbach,142
Freiburg,140
Darmstadt,128
Werder Bremen,128
FC Koln,124
Hertha,117
Augsburg,106
