team,value
Napoli,251
Fiorentina,247
Inter,234
Genoa,232
Empoli,225
Roma,224
Juventus,221
Sampdoria,212
Lazio,208
Cagliari,201
Milan,196
Palermo,196
Atalanta,193
Torino,180
Udinese,180
Verona,175
Chievo,165
Sassuolo,164
Parma,152
Cesena,132
