team,value
Man City,284
Tottenham,246
Chelsea,230
Liverpool,230
Southampton,227
Arsenal,225
Man United,220
Bournemouth,218
Crystal Palace,209
Leicester,203
Watford,184
West Brom,176
Newcastle,167
Burnley,167
Huddersfield,165
Brighton,163
West Ham,161
Everton,150
Swansea,150
Stoke,136
