team,value
Marseille,224
St Etienne,209
Troyes,206
Monaco,205
Paris SG,204
Lille,198
Caen,197
Bordeaux,190
Montpellier,186
Lyon,181
Nantes,178
Rennes,177
Guingamp,176
Reims,176
Toulouse,171
Lorient,170
Nice,169
Ajaccio GFCO,153
Angers,134
Bastia,131

