team,value
Empoli,107
Cagliari,97
Palermo,93
Pescara,92
Fiorentina,92
Lazio,90
Sassuolo,90
Genoa,89
Crotone,87
Atalanta,85
Bologna,84
Udinese,84
Chievo,82
Milan,81
Torino,80
Inter,74
Sampdoria,73
Juventus,70
Roma,64
Napoli,58
