team,value
Bayern Munich,24
Dortmund,23
RB Leipzig,19
Leverkusen,18
M'gladbach,16
Wolfsburg,16
Ein Frankfurt,15
Werder Bremen,14
Fortuna Dusseldorf,13
Hoffenheim,13
Mainz,12
Hertha,11
Freiburg,8
Augsburg,8
Schalke 04,8
Stuttgart,7
Hannover,5
Nurnberg,3
