team,value
Hannover,23
Nurnberg,21
Stuttgart,20
Augsburg,18
Schalke 04,17
Fortuna Dusseldorf,16
Mainz,15
Freiburg,14
Hertha,13
Leverkusen,12
Mgladbach,11
Wolfsburg,11
Ein Frankfurt,10
Werder Bremen,9
Hoffenheim,9
RB Leipzig,6
Bayern Munich,4
Dortmund,4
