team,value
Troyes,26
Reims,19
Montpellier,17
Ajaccio GFCO,17
Bastia,16
Toulouse,16
Caen,16
Guingamp,16
Nantes,14
Angers,14
St Etienne,14
Lorient,14
Bordeaux,12
Rennes,12
Nice,11
Lyon,11
Marseille,10
Lille,8
Monaco,7
Paris SG,2
nan,0
