team,value
Almeria,11
Valencia,9
Cordoba,9
Malaga,8
Vallecano,6
Espanol,6
Elche,6
Granada,5
Celta,5
Eibar,5
Ath Madrid,5
Getafe,4
Ath Bilbao,4
La Coruna,4
Barcelona,3
Levante,3
Real Madrid,3
Sevilla,2
Villarreal,2
Sociedad,1
