team,value
Aston Villa,78
Man City,72
Stoke,72
Sunderland,68
West Brom,67
Tottenham,66
Man United,66
Norwich,62
West Ham,61
Southampton,60
Crystal Palace,57
Fulham,57
Chelsea,56
Swansea,55
Liverpool,54
Everton,54
Arsenal,53
Hull,53
Newcastle,52
Cardiff,49
