team,value
Ein Frankfurt,84
Hamburg,83
Leverkusen,76
Hannover,72
Hertha,72
Werder Bremen,67
Hoffenheim,66
Schalke 04,65
Freiburg,63
Augsburg,61
Stuttgart,59
Dortmund,54
M'gladbach,54
Mainz,53
Paderborn,51
FC Koln,48
Wolfsburg,44
Bayern Munich,37
