team,value
Barcelona,29
Ath Madrid,28
Real Madrid,28
Ath Bilbao,18
Villarreal,18
Celta,17
Sevilla,14
Sociedad,13
Malaga,12
Espanol,12
Las Palmas,12
Betis,11
Eibar,11
Valencia,11
Sp Gijon,10
Granada,10
Vallecano,9
Getafe,9
La Coruna,8
Levante,8
