team,value
Sampdoria,10
Lazio,9
Cagliari,8
Parma,8
Catania,8
Milan,7
Atalanta,6
Verona,5
Livorno,5
Bologna,5
Genoa,5
Roma,5
Sassuolo,5
Napoli,4
Fiorentina,4
Chievo,4
Inter,3
Torino,2
Juventus,2
Udinese,2
