team,value
QPR,24
Aston Villa,20
Leicester,19
Newcastle,19
Burnley,19
Hull,19
West Brom,16
Crystal Palace,16
West Ham,15
Everton,15
Stoke,14
Southampton,14
Swansea,14
Sunderland,14
Liverpool,12
Tottenham,12
Man United,8
Arsenal,7
Man City,7
Chelsea,3
