team,value
Toulouse,93
Nice,85
Marseille,81
Metz,80
Troyes,76
Amiens,74
Bordeaux,74
Montpellier,72
St Etienne,72
Monaco,71
Lyon,71
Angers,71
Strasbourg,71
Dijon,70
Caen,68
Nantes,68
Paris SG,67
Guingamp,67
Rennes,66
Lille,60
