team,value
Bayern Munich,25
Wolfsburg,20
Mgladbach,19
Leverkusen,17
Augsburg,15
Dortmund,13
Schalke 04,13
Hoffenheim,12
Ein Frankfurt,11
Werder Bremen,11
FC Koln,9
Hannover,9
Hertha,9
Hamburg,9
Stuttgart,9
Mainz,9
Paderborn,7
Freiburg,7
