team,value
Bastia,10
Toulouse,10
Marseille,9
Troyes,9
Bordeaux,7
Lorient,7
Lille,6
Nice,6
Angers,6
Caen,6
Guingamp,6
Reims,6
Ajaccio GFCO,6
Nantes,5
St Etienne,5
Monaco,4
Lyon,3
Rennes,3
Montpellier,2
Paris SG,1
