team,value
Lorient,22
Caen,21
Nancy,21
Bastia,20
Montpellier,19
Angers,18
Lille,18
Dijon,17
Metz,17
Guingamp,16
Nantes,15
Toulouse,14
Lyon,13
Rennes,12
St Etienne,12
Marseille,10
Bordeaux,9
Paris SG,5
Nice,4
Monaco,3
