team,value
Bayern Munich,222
Dortmund,206
Leverkusen,202
Stuttgart,185
Wolfsburg,184
Hannover,181
Paderborn,176
Hoffenheim,165
Ein Frankfurt,157
M'gladbach,157
Freiburg,154
Werder Bremen,152
Augsburg,149
Mainz,148
FC Koln,142
Schalke 04,140
Hertha,131
Hamburg,124
