team,value
Bayern Munich,223
Hamburg,203
Werder Bremen,181
Augsburg,174
FC Koln,173
Leverkusen,171
Mgladbach,168
RB Leipzig,167
Dortmund,162
Hoffenheim,158
Ein Frankfurt,157
Mainz,148
Stuttgart,142
Schalke 04,140
Hannover,134
Wolfsburg,131
Hertha,127
Freiburg,127
