team,value
Ein Frankfurt,82
Hamburg,73
FC Koln,72
Schalke 04,69
Ingolstadt,69
Darmstadt,67
Mainz,67
Werder Bremen,67
Augsburg,66
RB Leipzig,66
Wolfsburg,65
Hertha,63
Hoffenheim,63
Freiburg,56
Dortmund,55
Leverkusen,50
Bayern Munich,47
Mgladbach,46
