team,value
Wolfsburg,6
RB Leipzig,6
Freiburg,5
Hamburg,4
Leverkusen,4
Hertha,3
Mainz,3
Dortmund,3
Schalke 04,2
Augsburg,2
Ein Frankfurt,2
Stuttgart,2
FC Koln,1
Bayern Munich,0
Hoffenheim,0
Mgladbach,0
Werder Bremen,0
Hannover,0
