team,value
Man City,273
Arsenal,254
West Ham,241
Chelsea,226
Tottenham,224
Newcastle,222
Man United,213
Leicester,211
Crystal Palace,209
Southampton,209
Liverpool,198
Everton,194
Stoke,192
Sunderland,185
QPR,179
West Brom,171
Aston Villa,171
Burnley,170
Hull,169
Swansea,151
