team,value
Sassuolo,7
Benevento,7
Milan,7
Verona,6
Bologna,6
Lazio,6
Fiorentina,6
Cagliari,6
Genoa,5
Atalanta,4
Udinese,4
Roma,4
Chievo,4
Spal,4
Torino,4
Napoli,3
Crotone,2
Sampdoria,2
Juventus,1
Inter,1
