team,value
Bayern Munich,28
Dortmund,24
Leverkusen,18
M'gladbach,17
Schalke 04,15
Mainz,14
Hertha,14
Wolfsburg,12
Hamburg,11
Werder Bremen,10
FC Koln,10
Ingolstadt,10
Augsburg,9
Darmstadt,9
Stuttgart,9
Ein Frankfurt,9
Hoffenheim,9
Hannover,7
