team,value
Paris SG,30
Lyon,19
Nice,18
Monaco,17
St Etienne,17
Caen,16
Lille,15
Bastia,14
Montpellier,14
Angers,13
Rennes,13
Nantes,12
Bordeaux,12
Guingamp,11
Lorient,11
Marseille,10
Reims,10
Toulouse,9
Ajaccio GFCO,8
Troyes,3
