team,value
Spal,113
Chievo,109
Frosinone,102
Genoa,96
Cagliari,95
Bologna,92
Udinese,92
Sampdoria,92
Fiorentina,91
Lazio,90
Torino,90
Roma,90
Sassuolo,87
Parma,84
Milan,83
Juventus,76
Napoli,75
Inter,75
Empoli,74
Atalanta,61
