team,value
Ein Frankfurt,93
Darmstadt,86
Augsburg,81
Ingolstadt,79
Werder Bremen,77
Hamburg,73
Hertha,66
Hannover,66
Leverkusen,65
Stuttgart,64
Schalke 04,64
Hoffenheim,56
Wolfsburg,55
FC Koln,55
Mainz,53
Mgladbach,45
Bayern Munich,44
Dortmund,39
