team,value
Man City,27
Liverpool,26
Chelsea,25
Arsenal,24
Everton,21
Tottenham,21
Man United,19
Newcastle,15
Southampton,15
Crystal Palace,13
Stoke,13
Swansea,11
West Ham,11
Sunderland,10
Aston Villa,10
Hull,10
Fulham,9
Norwich,8
West Brom,7
Cardiff,7
