team,value
Man City,287
Liverpool,249
Chelsea,215
Everton,215
Arsenal,212
Leicester,210
Crystal Palace,205
Man United,200
Wolves,195
Tottenham,194
Southampton,193
Bournemouth,191
West Ham,187
Newcastle,181
Watford,177
Cardiff,168
Huddersfield,162
Fulham,161
Brighton,156
Burnley,140
