team,value
Paris SG,27
Monaco,23
Lille,20
St Etienne,20
Lyon,17
Marseille,16
Bordeaux,13
Nantes,13
Lorient,13
Bastia,12
Nice,12
Reims,12
Toulouse,12
Evian Thonon Gaillard,11
Rennes,11
Guingamp,11
Sochaux,10
Montpellier,8
Valenciennes,7
Ajaccio,4
nan,0
